sentiment,selected_text
0,not google friendly
1,like
0,Hates
1,good
1,lil bit excited
0,feel like ****
0,I need a blackberry
0,annoying
1,fantastic day in the AZ sun
0,scratchy
1,. love them
0,she is waiting very impatiently
1,You`re very welcome
1,thanks
1,nice capture
1,thx to
1,"thanx,"
0,but no luck  I think i`m sick.
0,damp
1,cool
0,Failed on first day.  Twic
1,Good morning tweeps!
0,"Oh, geez. I`m hungry."
1,great
0,I feel bad for you
1,good
1,"Instead, I got a Perfection!"
1,I find this tune to be very sexy.
1,thanx
1,"'suprised' mom with a cake and a present,"
1,Thanks to all the people
0,it`s killing me.
0,.scary!
1,sorted
0,"really sucks,"
0,miss
0,**** shame
1,Happy
0,watched a small girl cry and it`s sad
0,Oh No!
1,d I was happy to hear you voice  You`ve really started something Good!
0,.. I gave up on it
1,ooh good
0,harrassment.
0,BADLY!!
0,Wow  That had to be difficult
0,i think that studying has really started taking its toll..
0,uncomfortable
0,Missing my baby ducks
0,hate
0,k hurts
1,excited
0,I`m stayin til 630
0,doesn`t like us happy
0,migraine!
1,Hopefully I will move here soon
1,Perfection  got 7 pages done
1,i seriously neeed to study
1,Wish
1,Feeling good about our win! Its nice being softball champs  bring on the season!
1,Good morning!
1,fun
1,She`s almost all grown up!
0,angry
1,love
1,love you cassie..
1,good luck!!! going vegan is intense!!! good move though.
0,miss
1,love
1,enjoying
1,fun
0,they`ll tame you!
1,love
1,.  What a crazy summer it`s going to
0,my three most hated words are 'see you monday'
1,hope
0,sad
0,I am in so much pain I really don`t feel too good. Couldn`t eat my dinner
1,You`re right.
0,People are cruel sometime
0,Sick
1,Yay!
0,headache..
1,awe...Thank you Jon!
1,I`d Love
0,That sucks about your prints. Sorry
0,Weather sucks!!...
0,work soonnnnnn  it`s looking rly dead today...
1,Today is my first Mothers Day with my little boy. Hope you`re having a beautiful Mothers Day too
0,so upset
1,Happy morning Sunshine
1,Wow!
0,miss
0,I`m  going to miss seeing you like everyday
0,is kinda freaking me out ri
0,"I miss you too,"
1,Lebron maybe the MVP this year ... but I like the Lakers to win the NBA Title
0,"It is a sad, lonely profession."
1,congrats!
1,Cherry Italian Ice is my fave.
1,very cute kitty
0,no fair.
1,beautiful!
1,i`m goooooddd!
0,**** distraaaaacting
1,has been good fo
0,that doesn`t sound too great
0,iPhone keypad sucks
1,Feeling pretty good
0,Tummy hurts
1,k thanks
1,aww that`s cute
1,.your really kickin` Carey`s butt with this competition!
1,"oh dear, hope you are feeling better soon, get some nice hot chicken soup down you."
1,"to be blessed, oh and for wisdom"
1,wonderful name
0,Another Lake Park kid is going to Tulane. I`m not unique anymore
0,", sorry I cant be there tonight"
0,"Im not getting any treatments,"
1,love
1,Good
0,again your fault  i didnt make u leave
0,sorry
0,expensive!
0,I`m really disappointed; I had pretty high hopes for this one.
0,scared
0,upset..
1,Good thing
1,I love all my friends      and drew were fun toni
0,i am being ignored! not a good day
0,That is annoying. What gear is it? I`ll take it off your hands
0,stupid ladder y did you have to collapse and make me fall on my back/bum???
0,I miss you R.....
0,they were all ugly
1,.hope
1,thanks
1,"just saw ghosts of girlfriends past with my bf, that movie was so predictable but so funny! i loved it"
1,y rock
1,"thanks  and ill cross my fingers for you, that the rain will stop"
0,can`t sleep
1,good morning
0,problem
0,damage..
1,happy mother`s day
1,hilarious!
0,Ugh soooo much work to
1,s good
0,fuuuuuuck  idk if andy can get youuuu
0,doesnt look good  we have to go burn some lampions
0,hurts.
1,blogging..it`s my new passion
1,t LOL. You are ok!
0,i had a dream that u didn`t like me
1,make sure you practice your hooping today!
0,"Ugh, still sick. This Calgary cold has lasted forever."
1,m happy
0,.I`m very ashamed.
1,smells guuud.
0,o shabby
1,Awww
1,the be
1,"Lol, me too!!"
1,thanks
1,sincerely hopes that  gets better soon.
1,Good nite
0,I have uncontrolable
0,sorry
1,lot of fans
1,greaaaaat
1,always brightens
1,Happy imma get to see some lovely ladies
0,harrassed me and tried to break in my house!!
1,thnx
0,Not feelin right.
0,"I can`t seem to find it,"
0,Bad times for everyone  Whywhywhy do we have to write essays  No fair
1,e important
0,sick
1,"id love to meet you, you`re my favourite comedian"
1,happy mothers` day to all your moms!
1,#NAME?
0,im so jealous icant do
0,I just can`t stand
1,HAPPY
1,wow the weather is amazing today!
1,"! I like the beach,"
1,bahah that would be really funny she would be really cut haha
0,mad
1,i lurveeeeee you
0,rejected
1,so cut
1,awesome
0,I`ll miss my tweeps
1,proudly
0,! I can`t STAND that I cannot be there this summer!
0,today the sun is not here!
1,it`s a good mix
0,not as good
1,awesome
1,lol. thanks babe!
0,This weather is awful!
1,Good
0,and_jay hi!  **** your job!
1,yaaayyy ...
0,A isn`t cooperating
1,appreciate
0,****
0,Learned a lesson the hard way.
0,sorry
0,Tough week for both of us and neither is really up for it. Plus our neighbor died
1,i love youuuuu
0,"Cant believe Venus lost. A real shame. Smh. I think im getting sick  Had such a **** week, doesnt look like the wknd is gona be better!"
1,yum
0,I really missed this
0,"Sorry about the weather, hopefully you`re not in the 2-3 hour wx delays here in BWI"
1,Supernatural was good as  Loved it.
0,"Sorry, that was a bit negative!"
1,haha  cute. ps thanks
0,unpleasant
0,tough
0,hurting
1,Sounds like yummy fun!
1,awesome
1,I love you anyway!!!
0,i don`t know what to do..
1,good
0,"See? Sucked you right in.  The only problem will be church/Sunday race conflicts, but that`s why God gave us"
1,thanks so much for the discount code.
1,enjoying
0,I feel actual heartbreak..
1,cool looking sexy
0,But Jeff will have a hard time from 42nd
1,great
1,..impressive
0,Absolutely I have been sick .. I want to go home
1,. you were correct
1,my laundry. lol.
0,not good
0,Sorry
0,SUCKs
1,"I know this is a good thing, but would be better if it happened when I was asleep"
0,I don`t wanna go
1,best
0,jealous!
0,Basically doubled my time.
1,"Congratuations, Sweetie."
1,"Hey, thanks for the follow, wow this is exciting a new tweet."
0,New picture isn`t working
0,hungry.
1,ish Go
1,! that looks incredible!!!
0,hate twitter
0,horrible.
1,congrats
1,help
1,Looking forward
1,Looking good daddio!
1,"I`m good thanks! Did you have a good drive? Careful with your blackberry,"
0,"I`m up. getting ready for skill. can`t wait to fail my bio final yay! ugh, honor classes suckkkk.  ):"
0,sorry
0,I miss
0,saddens
1,I wish I could spend my last weekend as a high school student in burbank with everyone and not fly off to dc
1,"thanks for adding me, glad to have you"
0,Ugghhh
1,"Hahahah,"
0,not so fun
1,Good luck whit the show
0,hate
0,jealous*
0,hard
0,feel bad ov
1,Good Morning
0,weak
0,Sorry
1,a goo
1,fun
1,Happy
1,its so pretty with the reflecting sunlight on
0,"wow, 5 pm rolled around really fast."
0,useless
0,Worst day ever.
1,Loved
1,Love
0,****
1,hopefully
1,baby I`m in maryland I`m NOT gonna make it  BUT I will see ur sexy **** next sat in camden VIP....come early n hang!!!!!
0,tight this year
1,i won`t make u cry
1,I SO don`t want to get sick
1,will maybe have my cell phone soon ! Yeah !
1,fave
0,****
0,I`m soo jealous right now!!
0,missing my bffls! missing my friday night dates!
1,a good
1,i`m hoping they turned up.
1,how cool will that be  she is so nice!!
1,g...I love the classics!
0,*Wabble Wabble*
1,wish me luck
1,likes
1,GREAT FUN
1,I wish
1,Sounds great.
1,I wish you luck though...
1,awwww bless her
1,YUM!
1,lovely tweeters
1,awesome
0,. Not cool.
1,Thank you!
0,tired!
0,poo
0,I`m not feeling very inspired today..
1,Happy Mothers Day to all the mommy`s out there!
0,"i get less ideas every day, and every day"
1,haha i love both of them
1,Happy
1,You are too kind!
1,good tip.
1,loved
0,working sucks bi
1,God Bless
0,Upset
1,wish
0,that`s sad  what kind of mess are you getting into this weekend?
0,complicated?
0,bored!
0,t sucks
1,Happy
1,thanks for your follow
0,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts
1,aw honey.
1,awesome.
0,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet
0,sad th
0,d missed everythin
0,is sad
1,awesome
0,banging
0,envy
0,cats are gone.
0,I`m gonna miss him!!
0,sick
0,spoiled
0,"Insomnia at its finest. Go to bed at 11:30, fully awake at 2. Grrr."
0,worst
0,sorry
1,chillin
0,"don`t think that went well,"
0,sidekick
1,glad
0,sorry
1,love
0,man that sucks.
1,thanks
1,I am soo happy!
1,Not a problem
1,uld motiva
1,perfection
0,I`m really nervous ab
1,i`m just chilling
1,THANKS!
0,need to focus on kid`s packing but cant
1,hoping
0,that sucks mama
1,incredible.
1,Happy Birthday to my ****
0,sadly.
0,hurts
1,t? I`d love
0,sad
0,bugs
1,...Thank you Mr. President!.
1,"Things good over here. Lovely weather,"
1,amazing!
1,happy
0,hate
1,Which is awesome.
1,best
1,haha
0,My stomach effing hurts. Sadly there`ll be no gym class this afternoon
0,sadly ..
1,happy
0,**** school!
0,dead
0,m crying
0,going bad
0,feeling like poo today
0,I wish I had company
0,My Power was cut off
0,boo
0,It was going to happen one day but I so feel for the girl AND her mum
0,Stupid idiot who ran a stop sing and almost killed me and my car!
0,y regretting
1,hope
1,Good
0,bored..
1,expected
0,miss
1,Hilarious
1,What a genius.
1,good to know
0,nursing my scratches and bumps from Festivus mud wrestling. I swear there`s still dirt in my hair but a good time was had by all
1,d tell you love you 2 oxoxoteambreezy
1,Soooo happy your back!
1,mayb this will help u fix it
0,missing
1,"Because pop culture is beautiful. Also, you can`t pull weeds wrong. I promise. You can practice on my yard if you are nervous"
1,a very Happy Mother`s Day!!
0,Cried
1,great party alenka!!  happy birthday chicky!
0,my head aches badly
1,lol.
1,fan too
0,connection errors a plenty.
0,"sorry guys,"
1,Just got my heart ripped out  i love you guys
0,"actually darn,"
1,Thanks for the song! Youï¿½re awesome.
1,excited
0,wtf happened?
1,good
1,! Please
0,worst
0,sorry
1,getting shows can be an interesting process.
1,I`m glad to see
0,Sad
1,? did ya have fun? love ya girly!
1,Thanks
1,i love cobra starship!!  thanks for the suggestion!
0,**** it
0,o bad
0,nervous
1,"I agree, keep it in Star Trek but make it commercially viable! C`mon!"
1,enjoy
1,great
0,no one told me the mutual admiration society was meeting
1,such a classic
0,my stomach actually hurts.
0,is feeling really sick
1,Hopefully
1,Would love to
0,no window seat
1,Happy Star Wars Day! May the 4th be with you
0,I`m a lil sad
0,hasn`t recovered-n
0,want to charge way too much extra for it
0,bad
0,soooo jelous of you
1,Thank you
1,Just a Chillin.
0,stuck
0,I`ve run out of texts!
1,celebrating
1,beautiful weather.
0,stressful
1,", sounds even enough to me"
1,that would be great!!!
1,Woohoo! Well Done!
0,Wishin I didn`t have to work
1,Chillaxing
0,missing
0,Sick..
1,better
1,calms me down.
0,t don`t understand
1,would be amazing
0,They cancel flights and don`t have a lot of backup planes. And no first class
1,happy
1,Finally
0,saddest
0,hard to say goodbye
0,Stupid COMM class
1,like
1,hoping i didn`t fail english. that would just be sad
0,miss
0,No luck for PC gamers
0,im so sick
1,"Talented,"
0,a second chance shudnt have. mowgli didnt. gutted
1,be usefu
1,Thanks to all who follow me  ... wish ya`ll the best ;)
1,Thank you
1,Beautiful
1,"yum, yum."
0,I`m sick
0,cut myself
0,freaking out
0,"spray tan = fail on legs and feet. I`ve been scrubbing them and feet look better, but they looked awful this morning  Everywhere else = ok"
0,i`m pretty scared.
0,stopped
1,you awesome lady you!
1,thankfully
0,Apparently not.
0,missed
1,fun
1,nice showers...
1,funny
0,she`s probably worried  srry hun
1,Thank u
1,. I want all the soldiers to come home so we don`t have to hear about anymore being killed.
1,good weekend
1,an interesting guy
1,my fav host ever!
0,that doesnt look very promising
1,Happy star wars day everyone
1,welcome.
0,so sad ab
1,Enjoy...wish I was there! Nice day in Springfield today
0,oh no!  i`m sorry
1,"good,"
0,couldn`t participate
1,it`s awesome.
0,but cant get home
1,love
1,Thanxs
1,Funny
1,Happy
0,kick me
0,sad
0,i haven`t really been happy
0,system is DEAD!!
0,fail
0,sad
0,miss
0,sunburnt
0,So jealous.
0,FRUSTRATING!!
0,bruised.
1,thanks
0,i got grounded
0,i see i gets the no love   whats up with that
0,miss
0,sad.
1,s truly enlightening
1,"thanks,"
1,h lovely
0,im sick.
0,? It is very sad
0,t sucks
0,bored
1,hope
0,shakalohana week two of flat wavez no surfin
1,My best Tip.
1,excited
0,bored
0,sadly
0,driving me nuts..
0,depressed
0,Twitter is slowing me down today.
1,interested
1,cool
1,rocks my socks
1,loved
0,careless
0,aww
1,Happy Birthday Chip`s sister
1,whew finally got in to RC..
0,this is sounding like the worst lurgy ever - the one that just won`t go away ..  ...are you ready for end-of-rope action yet??
1,i feel fine!! An
0,headache
1,nice angle though...
1,Happy Star Wars
1,interesting
1,Great
1,"cool,"
0,i HATE it
1,do it and I`ll give you the first hug
0,bored
0,ugly
1,that`s really quite nice
1,"Hope you`re well, sister"
1,thanks! You`re the first one to wish me a happy mother`s day
1,liked
0,tired as hell!!!! be
1,love
1,Love your website!
1,excited
1,may the 4th be with you
0,which i offiacial suck at
0,Ugh!
1,t I`m happy  ... YAY
0,bad choice
1,awesome!
0,i m totally confused and bored..
0,problem.
1,It be pretty good
0,miss
1,interested
1,excited!
1,memorize
1,"s  i agree it`s very important,"
0,Fail.
0,Bored and lonely at work
0,afraid
1,s fun
0,miss
0,_Hall Is that why you aint answer my call? Thought we were homies!?
0,tired as ****.
1,Wonderful
1,Good to have both
0,nervous
0,hurt
1,"She`s an amazing mum,"
0,She did well and only checked her phone 80 times
1,dream
0,not doing relay  oh well.
0,Is it possible to a have phobia of phobias? Afraid to look at list.
0,dead bird
1,earned me
1,Goodnight
1,cool  that`s good.
0,Poor
1,OUTSTANDING!
0,t I can`t write fast enough
0,it`s so not TGIF for me!!
1,Happy Mothers Day to all the mom`s around  Hope you have a wonderful day!
0,sry
1,valiantly!
1,hope`s
0,Sadly not
0,loner
0,jealous
0,e never speaks to me
0,i`m so tired
1,Bliss
0,i have sore throat. that`s suck.
1,exciting
0,s miserable
1,back to my interesting emails...
1,First Day at the new job! Yeah!
0,miss you guys.
1,Happy Mothers Day to all your moms!
1,appreciated
1,Happy
1,look' way
0,"with my illness comes the joys of multiple mouth ulcers,"
1,love
1,interested
1,Cheers *lifts coffee cup* here here for Mondays
1,excited!
1,Happy Mother`s Day!
1,Great
1,good
1,Hope
0,missed th
1,easier
0,not a fan
1,doing well.
1,thank you
0,worse
1,oh wow THANKS Wayne
1,HAPPY MOTHERS DAY
0,"Iï¿½m so tired,had a bad day"
0,: to triste
0,ScREW
0,Visiting family in hospital = not fun
0,i have no motivation
1,Thanks.
1,good things
1,thanks
0,nauseas.
0,not so good mood..
0,lost
0,At work sick
0,I wanna go see the cab really bad.
1,a brave
0,"Unfortunately,"
0,", i have a really sore knee cant walk"
0,missed
1,"lucky you,"
0,bored.
0,This song is a slap on you face!!  ? http://blip.fm/~5jib6
0,it doesnt match up
0,that sucks!
1,good
1,i am proud of myself an
1,I love
0,missing my hobo/*
0,pain
0,ly sa
0,_lord Can`t we just all get along?
1,Happy Mother`s Day to all you tweeting mothers
0,far
1,excited
0,. I don`t like the indentation
1,I just love when all my little brothers friends come over
1,Nice Photoshop Effects
1,better
1,wish me luck!! no a great effort!!
1,Happy
0,i would die if they played Pushit.
0,sad
1,"goodnight loveee,"
0,it made me sad
1,Good
0,AHHHH! Cant find anything because I have way too much open
1,good
0,booo..
1,Enjoying
0,My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game
1,Very succesful
1,goodmorning/
1,Slovakian country side is a refreshing change co
0,hate
1,we enjoye
0,It is driving me completely insane.
1,Nice!
1,! Can`t wait!
1,Lunching at favorite local
0,slammed
0,I`ve seriously had enough
1,oh cool
0,feelin ill.
0,Gonna miss my gurl
1,amazing.
0,****..
1,wants to greet all the moms a Happy Mother`s Day!!
1,e..especially for the love of conversation
1,heheï¿½I bet you have never looked back!  3 weeks is a long school trip!
1,swimming and tanning was heaven!
0,bored.
1,amazing
0,slower
1,Wow.  I hope he gets bette
1,"moms, bride & I rockin` the reception"
0,And the 10 free minute button didn`t work.
1,yumm!
0,.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed
0,HORRIBLE
1,about to do a nice monday roast
1,God Ble
0,im soooo loney
1,hoping
1,good
1,excited
0,just sick of stupid guys
1,d enjoy
0,is saddened by Husker Access...no internet!
0,****!
0,Kinda pissed really wanted to
0,jealous-
0,sickkkkk.
1,Happy
1,Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day
0,giant wet stinky **** on me
0,**** up your nose!
1,Wishes
0,is killing me
1,ily
1,best
0,way to many chocolate animal crackers
0,don`t know  and no not at all
0,"sooo sad,"
1,whooo hoooo
1,thanks
1,You too sweetie
0,sick
0,sick
1,i wanna join
0,heartbroken
0,If only I had a job...
1,Yay!
1,love
1,.HAPPY MOTHERS DAY
1,enjoy!
0,o sorry!
0,&its breakin my heart;
1,was hot!
1,e fun
1,doesn`t hurt anymore
1,"god bless, and have a great day!"
0,I think the x3 is confusing
1,"Thanks,"
0,I`m so unhappy being here. I hate it.
0,kaput.
0,seriously im sooooo tired dont know if i`ll survive the 8 hour shift
0,I wish I didn`t feel like ****.
0,sad
0,my stomach hurts
0,how come you cant stay
1,It would be nice
1,"But I luv r little chats J, dont leave me"
1,I hope
1,thanks  hopin
1,i love the music video of you belong with me by taylor
0,cold
0,ng dirt
1,seems appropriate
1,cool
1,. FX are nice. I like Windows 7 1000x better than Vista so far. To me Vista is Win ME reborn
1,Hopefully
1,good taste
0,so tired..
0,don`t worry
1,great!
1,e best screen name
0,sad?
1,excited
1,happy
1,help
0,dead
1,dont cry for me!
1,One of my favorite combonations
1,d meditate
0,nowhere near as effective as it was a
0,isn`t good
0,sadly
0,cant sleep  ....
0,I can`t direct message
0,Sorry about that.
0,bordom.
0,very bad
1,Have A great Mothers Day!
0,being blown off
0,i hate that limit.
0,Gutted!
1,great
1,salute al
1,thanks joeman!
1,Interesting choice.
1,haha.
0,weather sucks
0,**** sucked
1,thanks so much! we love fanmail  talk to us anytime
1,ilove
0,Awe
1,enjoy your day
0,Bored...
0,my hair hurts
1,goodluck
0,pisssing me offf. Ugh
1,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yu
0,overheating
1,she`s so young and cute and really funny! i miss this britney
0,miss
1,Hope
1,d great
1,intelligence
1,t fortunately
1,Loved
1,. im learning my quotess
1,i love him
1,new beginning
1,Sounds like fun  LoL.
0,f pain
0,hate
0,Now I feel sick.
1,nice new profile picture! Glad to see some friends in there
0,Addicted
0,Sorry
0,u so i`m sorry if you hate it
0,. its no fun
0,I hate that meself
1,GOODNiGHT...HAPPY MOTHERS DAY TO ALL THE MAMi`S ON TWiTTER
1,well.
1,Looking Forward
0,**** EM
1,"i miss you too; i need to talk to you, i keep screwing up ..  lovee u !"
1,cool!
0,looks like ****
0,Not as easy as
1,imo
1,Im so excited. We cant go earlierrr than the afternoon?  I love you tooz
1,Good times.
1,Best two years ever
1,Good luck
1,"haha well, kinda! I`m Mommy to my lil` pom-chi  hehe  thank you!"
1,"Cool,"
0,failed
0,not enough to rest.
1,lol
1,goodnight birdies LOL
1,good.
1,happy
1,Awesome
0,miserable
0,little boy started crying  I wanted to cry too...I hate storms!
1,That`s probably a pretty good note
0,cant find my hoodie
1,better
1,happy birthday
0,u didnt write me back
0,miss
1,nice
0,seriously getting hurt...
0,heated.
0,weak..
0,i misss youhhhhhhh
0,no one calls me anymore
0,suck..
0,Definitely not having any fun this weekend
1,Wow n
0,tough life
0,still in love with loser who left me
1,d haha cool
1,handsome
1,"had a great shot yesterday, editing pics now"
1,but worth following re
1,Love
0,its sucks that all diners aren`t 24hrs here anymore
1,beautiful lady
0,"Gosh, no need to be so rude."
1,Hahaha
0,pooooor
0,Poor
0,white shoes make me cringe
1,"I meant you are not lazy, your work proves it"
1,i will have my life back.
1,bestie
0,sad
0,Desperation!!!
1,Goodnight
1,loving
0,That sucks
1,thank you!
1,great
1,coooolest
0,miss
1,fun
1,"awesome,"
0,hated
0,Yukky  Rainy Friday
1,Prayin
1,s interessanter
1,hope
1,thanks
0,"t, I am stuck in"
1,a good shadow + realistic tonsils.
0,hate the wait
1,wish me luck
1,loved it!
0,miss
1,HAPPY
1,Love
0,sucks
1,hope
0,feel
1,hotness personified
1,o cutee
1,pretty
0,Urgh
1,Good morning Tweepsland! Makin` it a great Monday!
0,sad.
1,better.
1,awesome
1,lol
1,beckett Thanks
1,good
0,w it was that serious.  Well that sucks.
1,Relaxing
0,K ??? What??? No way!!!! No
0,sitting around doing **** all....tired
0,te a fake competetion
1,Man with a kickin` to
1,awesome
1,but got the job done
1,loving my new tv
0,sad..
0,I can just feel my MPG going in the toilet.
1,i`m not being mean
0,Has no idea wtf
0,"wow, honestly not surprising, every time they try to push that guy he gets injured"
0,sad
0,my teeth and head hurts
1,sweet
1,..hope u feel better!
1,Good
0,how I wish my parents put me into a Chinese school when I was younger.
1,nice
1,Thank god
1,Get well soon.
1,that that`s a great present for ALL mommie
1,LoL! there u go..that`s the spirit haha
1,bettering
1,beautiful
1,"pleasure,"
1,- LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!
0,i miss ya!
1,That`s a great idea
1,happy
1,(lol)
1,i loveeee him
1,Lovely
0,This day will pass slowly.  All of these days will.  RAWR!!!!  ...
0,idiots
1,Happy
1,thanks
1,Favorite
1,It`s a really warm day in Seattle!
0,just a little too far
1,e amazing
1,Good
1,You`re an amazning actress
1,I`d love
0,Let-Down
1,cant **** wait mate!!! it is goin to fantastic.
1,Goooooodmorning
1,great photoshoot
1,Love
1,Thank yo
1,I Loveeeee Youu!
0,"Unfortunately,"
0,expensive.
0,oh em i`m sorry  i wuv you to pieces
1,`s just too fancy
1,thank
0,won`t be ready til 5.
0,I`d just plain go crazy
1,awesome
1,impressed!!
0,painful
0,can`t wear
1,Where DO you get all those wonderful toys?
0,what a waste of lives
0,im not happy
1,glad
1,w. *hugs*
1,greeeeeeeeeeeat
1,"Good luck in your first day, Ju!"
0,sick
0,wishes the rain would stop so my stupid headache would go away!
1,Happy
0,Been working lots of overtime this week. Only just realized I booked a half day tomorrow so this week will just break even
1,Looks like Anna and Josie are getting a new cousin today!!  (And this one is a girl!)
0,is tired an
0,annoying
1,Happy Mother`s Daaay!!
1,Love
0,missing
0,sorry
0,depressed
0,stupid wireless wont work
1,(Good
1,cool
0,hate
0,scary
1,it was good.
1,hoping
1,"happy,"
0,it hurts that pets cant talk back to us. What if they are in pain. Ho
1,"so after church, i went to the mall with my parents, i got a new backpack that can fit all my schoolbooks AND my laptop"
0,down
0,so cold
1,loved
1,nice
1,! it was amazing.
1,Loved
0,don`t understand
0,I`m SUPER tired
1,HAPPY MOTHERS DAY!
1,lovey
1,No problem!
1,it`s Blockbuster week in New Zealand -
1,NICE
0,I do believe my camera phone is stuffed. Stupid blurryness
1,blogtv was fun! can`t wait til next time
0,A lot of work and not enough help
1,smells delicious
0,"Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus"
0,tired.
0,epic fail with the chocolate fountain that got CLOGGED
1,I just wanna be better already
1,fun
1,Life is sweet..
1,enjoy
0,i`m very sorry
1,glad
0,Has a headache
0,on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah
0,i cant get through
0,I wish I could sleep but I got to attend to an important meeting
1,Won
1,fav movies
1,safe
1,Had a great weekend
0,what the hell
1,nice.
1,Yay I`m getting the IPhone in August!!
1,"awe I am sorry, probably true."
1,: Happy
1,good
0,alone
0,I thought it was boring.
0,badly.
1,"Yeah, they`re great."
1,Thanks
0,chaos
0,I`m so mad
0,Misses the good old days!
0,Unfortunately
1,"slept really well,"
1,wish
1,Haha ! Go Martin ! His fixed our Ski like a million times ...
0,not fair!
0,. Careless
1,nice one
0,hate it
1,thanks
0,hey you ****!! that`s kinda mean dont yu think?!
0,blind faith.
0,How inconsiderate!
0,I can`t take it
0,can`t believe it
1,has got a degree in BS.
1,thanks!!!
1,concur
0,not feeling well.
0,confused
0,sad sad
1,a wonderful time!
1,Nothing like home-made paranthas for breakfast
1,I meant awesome Christian artists.
1,love that birdy nest!
0,missing  lol. plaid bud. haha. **** i can`t do the BG right.
1,happy Mothers day
0,NOT helpful.
1,g`night
0,no one to do it
0,Sorry to anyone
1,my fav movie..
1,Hope
1,he was really nice
0,Boooooooo
1,very exited!
0,fucken tired as ****
1,Thank a Chu?
1,fun.
0,"sometimes i wish i were a man, i could pee were i stand, and scratch my chest, but instead? here lies a breast  hah"
0,Thats actually not that fun as you would think.
1,Good Morning
0,Feel like death  evil headache
0,ache!!
1,wish
0,I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt
1,much appreciated
1,I love that Joan Rivers says it`s Family First.
1,Love you mom
1,hope
1,hope
0,bad.
0,****
0,I have trouble updating!!!
0,Why did sound input for my computer stop working?  It`s not the mic or jack (USB webcam mic doesn`t work either) Checked input controls.
1,heheh ....qualifying was pretty exciting tho
0,I`m so sorry
0,..overdue
0,I don`t see how there could possibly be another choice.
0,My face an my arms. Tragic. Seriously.
0,"sob, cry"
1,My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!
0,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.
1,Awesome.
1,fine
1,yes! it definitely paid off ... thanks 4 the advice
0,i miss
0,I mis
1,ss for another good movie  Also thanks to my movie buddies
1,"cracking night last night,"
1,had the best weekend EVER
1,Glad to be home
0,this is a horrible day.
1,Awesome!
1,Fabulous
1,greatly appreciate
0,Too bad
1,nice to know
1,love
0,sorry
0,sucks..
1,thanks!
1,Happy
1,respect
0,Laying in the bed boreddddd
0,**** boring.
0,big sad old loser
1,Good Luck!!!
1,d love
1,Marvelous
0,Both she and it are crushed!
1,i`m so exicted
1,I hope
1,i love
1,Cant wait to do some of those things
0,"gutted,"
0,sick
0,don`t like
1,good
0,I totally forgot
1,good morning!
0,Ugh I can`t breathe
1,YAY!!
1,happy!
0,what`s worse...
0,I feel really bad
0,****
0,Frustrated
1,much prefer
0,I`m stuck with BOO!!!! Jeeeez shoot me now
1,Works like a charm
0,endometriosis.
0,'I`m giving up on you. I don`t care how you mess up your life now.'
1,Needs a yummy breakfast
1,Happy Mothers day to all the grown n happy & the lil prego smuts lol Just Playing everyone is loved.. happy Mothers Day & God Bless
1,LOVE IT! U have a great job!!
0,Ooops! Sorry
0,"I hate screaming children!! I guess I hate screaming children besides my own, now."
0,"i`m devastated,"
0,wiff
0,"Not feeling too good at ALL,"
1,Hahaha!
0,Ugh!
0,so boring here.
1,they are very cute
1,amazing
1,Happy Mothers Day.
0,I have a right to be sad
0,boring
1,Thanks.
1,love
1,apparently!  Haven`t tried the site tho. Maybe will get better results.
0,noooo!
1,c made me smile today
1,"I would Never break the law!! No, never."
1,"But you`ll get it right,"
1,what a wonderful day..
1,hopefully
0,"it gets hurt everyone is in pain,"
1,best
1,happy
0,I am not doing much  all well!
0,boring
0,broken!!
1,pleasantly
0,My teratoma has a cavity and is experiencing male-pattern baldness
0,LUCY IS HATING ON MY GWEG!
0,BAD
0,just found out that my husband`s grandma fell down the stairs & is at the hospital with several broken bones...praying hard!
0,weird?
0,****
0,This is not my day
1,FUN!
0,NO fun
0,Boring?
1,a I like that.
0,. Too bad!
0,r inability
0,"Yep, exactly   And I`m really sad about this tour...I know I`m gonna cry at my last M&G..."
0,forget something this morning?
1,it is an awesome time
1,hahahahahahahaa
1,all warm.
1,as hopin
1,"this is funny,"
1,soooooo good..
1,4  i feel like a complete too
1,e fantastic
1,best!
0,(he`s probably not though ;)
1,happiest
0,DISAPPOINTED!
1,watching because i said so! happy mothers day!
0,tired
1,goo
0,fail.
0,'    You poor bugg
1,so fun!
0,sad
1,fun!
1,G`night Twitterverse! Thanks for keeping me entertained!!
